prompt_id,prompt_variant,layer,pos,token,entropy,top1,prob1,top2,prob2,top3,prob3,top4,prob4,top5,prob5,top6,prob6,top7,prob7,top8,prob8,top9,prob9,top10,prob10,top11,prob11,top12,prob12,top13,prob13,top14,prob14,top15,prob15,top16,prob16,top17,prob17,top18,prob18,top19,prob19,top20,prob20,rest_mass,copy_collapse,copy_strict@0.95,copy_soft_k1@0.5,copy_soft_k2@0.5,copy_soft_k3@0.5,entropy_collapse,is_answer,p_top1,p_top5,p_answer,teacher_entropy_bits,kl_to_final_bits,kl_to_final_bits_norm_temp,answer_rank,cos_to_final,cos_to_answer,cos_to_prompt_max,geom_crossover,echo_mass_prompt,answer_mass,answer_minus_echo_mass,mass_ratio_ans_over_prompt,topk_prompt_mass@50,control_margin
pos,orig,0,15,⟨NEXT⟩,17.032318115234375,音响,5.549784327740781e-05,窟,5.109359699417837e-05,翥,5.0109370931750163e-05,隍,4.881637869402766e-05, exchanged,4.756235284730792e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9997469204572553,False,False,False,False,False,False,False,5.549784327740781e-05,0.00025307954638265073,3.4575834888528334e-06,3.583520632286533,13.171556857541132,,129722,-0.04472514986991882,,,,,,,,,
pos,orig,1,15,⟨NEXT⟩,17.032306671142578,音响,5.5969201639527455e-05,窟,5.1727085519814864e-05,隍,4.908542541670613e-05,翥,4.83995936519932e-05, exchanged,4.697726762969978e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9997478414261423,False,False,False,False,False,False,False,5.5969201639527455e-05,0.00025215858477167785,3.4635716019693064e-06,3.583520632286533,13.17034472381785,,129585,-0.043493662029504776,,,,,,,,,
pos,orig,2,15,⟨NEXT⟩,17.03241539001465,音响,5.5734180932631716e-05,窟,5.2658178901765496e-05,翥,5.095579399494454e-05,隍,5.017948569729924e-05,悟,4.785012424690649e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9997426222362265,False,False,False,False,False,False,False,5.5734180932631716e-05,0.0002573777746874839,3.482250349406968e-06,3.583520632286533,13.1721883778351,,129265,-0.04420512914657593,,,,,,,,,
pos,orig,3,15,⟨NEXT⟩,17.032209396362305,音响,5.5256812629522756e-05,窟,5.1729086408158764e-05,翥,5.008179505239241e-05,隍,5.001655881642364e-05,悟,4.8775884351925924e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9997441398627416,False,False,False,False,False,False,False,5.5256812629522756e-05,0.00025586012634448707,3.567506837498513e-06,3.583520632286533,13.17133534388682,,127463,-0.0419720783829689,,,,,,,,,
pos,orig,4,15,⟨NEXT⟩,17.032257080078125,音响,5.3079569624969736e-05,窟,5.159196734894067e-05,翥,5.085110024083406e-05,悟,4.929587521473877e-05,隍,4.905495006823912e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9997461265375023,False,False,False,False,False,False,False,5.3079569624969736e-05,0.00025387346977367997,3.4841584692912875e-06,3.583520632286533,13.173173494459242,,129174,-0.0424436554312706,,,,,,,,,
pos,orig,5,15,⟨NEXT⟩,17.03266143798828,音响,5.400117515819147e-05,窟,5.142000372870825e-05,翥,5.088054240331985e-05,隍,4.881314089288935e-05,悟,4.828412420465611e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9997466010136122,False,False,False,False,False,False,False,5.400117515819147e-05,0.00025339899002574384,3.456307922533597e-06,3.583520632286533,13.172451167325619,,129772,-0.04334619641304016,,,,,,,,,
pos,orig,6,15,⟨NEXT⟩,17.03219985961914,音响,5.3903702792013064e-05,翥,5.197730570216663e-05,窟,5.089276601211168e-05,悟,4.9857339035952464e-05, exchanged,4.8487752792425454e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9997448811336653,False,False,False,False,False,False,False,5.3903702792013064e-05,0.00025511885178275406,3.4396264254610287e-06,3.583520632286533,13.173169366875621,,130033,-0.04462508484721184,,,,,,,,,
pos,orig,7,15,⟨NEXT⟩,17.029043197631836,ijken,5.370369763113558e-05,带上,5.369177597458474e-05,龛,5.2784496801905334e-05,音响,4.924884342472069e-05,窟,4.837755113840103e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9997421936350293,False,False,False,False,False,False,False,5.370369763113558e-05,0.00025780635769478977,3.549946086423006e-06,3.583520632286533,13.176391633822186,,127395,-0.03928963094949722,,,,,,,,,
pos,orig,8,15,⟨NEXT⟩,17.029020309448242,带上,5.256851727608591e-05,龛,5.1256694860057905e-05,音响,5.052680353401229e-05,粽子,4.939862265018746e-05,ijken,4.8215828428510576e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9997480335332511,False,False,False,False,False,False,False,5.256851727608591e-05,0.00025196647038683295,3.4006945952569367e-06,3.583520632286533,13.170359858291127,,130404,-0.02688603848218918,,,,,,,,,
pos,orig,9,15,⟨NEXT⟩,17.031688690185547,音响,5.366383629734628e-05,粽子,4.919469211017713e-05,窟,4.900703424937092e-05,环球,4.888920011580922e-05,无限,4.75057604489848e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9997517394767783,False,False,False,False,False,False,False,5.366383629734628e-05,0.00024826053413562477,3.3126802918559406e-06,3.583520632286533,13.17417787314028,,132399,-0.043395739048719406,,,,,,,,,
